"Código técnico";"Formulario REM";Sección;Columna;"Nombre funcional de la variable";"Tipo de regla";Descripción;"Lógica resumida";"Fórmula Excel (técnico)";"Rango de filas";"Nivel de importancia";Estado;Fuente;"Observación para revisión";"Validado por Estadística";"Comentario Estadística"
a11a_d_ca_required_and_le_parent;A11a;D;CA;"Pueblos Originarios";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Pueblos Originarios debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Pueblos Originarios debe existir AND Pueblos Originarios <= Columna B";"=IF(AND(B35>0,C35=),"" No olvide digitar la variable Pueblos Originarios. Digite cero si no tiene."",IF(C35>B35,"" * La variable Pueblos Originarios no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_d_cb_required_and_le_parent;A11a;D;CB;Migrantes;"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Migrantes debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Migrantes debe existir AND Migrantes <= Columna B";"=IF(AND(B35>0,D35=),"" No olvide digitar la variable Migrantes. Digite cero si no tiene."",IF(D35>B35,"" * La variable Migrantes no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_d_cg_required_and_le_parent;A11a;D;CG;"Columna CG";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CG debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CG debe existir AND Columna CG <= Columna B";=IF(AND(B35>0,C35=),1,IF(C35>B35,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_d_ch_required_and_le_parent;A11a;D;CH;"Columna CH";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CH debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CH debe existir AND Columna CH <= Columna B";=IF(AND(B35>0,D35=),1,IF(D35>B35,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_e_b_sum_equals;A11a;E;B;"Columna B";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K sea igual al total de la columna B (Fila 41). Variable: Columna B. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K) = Columna B";=SUM(C40:K40);"Fila 41";Error;Activa;"Estructura Excel";;;
a11a_e_ca_required_and_le_parent;A11a;E;CA;"Pueblos Originarios";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Pueblos Originarios debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Pueblos Originarios debe existir AND Pueblos Originarios <= Columna B";"=IF(AND(B40>0,L40=),"" No olvide digitar la variable Pueblos Originarios. Digite cero si no tiene."",IF(L40>B40,"" * La variable Pueblos Originarios no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_e_cb_required_and_le_parent;A11a;E;CB;Migrantes;"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Migrantes debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Migrantes debe existir AND Migrantes <= Columna B";"=IF(AND(B40>0,M40=),"" No olvide digitar la variable Migrantes. Digite cero si no tiene."",IF(M40>B40,"" * La variable Migrantes no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_e_cg_required_and_le_parent;A11a;E;CG;"Columna CG";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CG debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CG debe existir AND Columna CG <= Columna B";=IF(AND(B40>0,L40=),1,IF(L40>B40,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_e_ch_required_and_le_parent;A11a;E;CH;"Columna CH";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CH debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CH debe existir AND Columna CH <= Columna B";=IF(AND(B40>0,M40=),1,IF(M40>B40,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_f_ca_required_and_le_parent;A11a;F;CA;"Pueblos Originarios";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Pueblos Originarios debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Pueblos Originarios debe existir AND Pueblos Originarios <= Columna B";"=IF(AND(B50>0,C50=),"" No olvide digitar la variable Pueblos Originarios. Digite cero si no tiene."",IF(C50>B50,"" * La variable Pueblos Originarios no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_f_cb_required_and_le_parent;A11a;F;CB;Migrantes;"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Migrantes debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Migrantes debe existir AND Migrantes <= Columna B";"=IF(AND(B50>0,D50=),"" No olvide digitar la variable Migrantes. Digite cero si no tiene."",IF(D50>B50,"" * La variable Migrantes no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_f_cg_required_and_le_parent;A11a;F;CG;"Columna CG";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CG debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CG debe existir AND Columna CG <= Columna B";=IF(AND(B50>0,C50=),1,IF(C50>B50,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_f_ch_required_and_le_parent;A11a;F;CH;"Columna CH";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CH debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CH debe existir AND Columna CH <= Columna B";=IF(AND(B50>0,D50=),1,IF(D50>B50,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_g_ca_required_and_le_parent;A11a;G;CA;"Pueblos Originarios";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Pueblos Originarios debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Pueblos Originarios debe existir AND Pueblos Originarios <= Columna B";"=IF(AND(B56>0,C56=),"" No olvide digitar la variable Pueblos Originarios. Digite cero si no tiene."",IF(C56>B56,"" * La variable Pueblos Originarios no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_g_cb_required_and_le_parent;A11a;G;CB;Migrantes;"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Migrantes debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Migrantes debe existir AND Migrantes <= Columna B";"=IF(AND(B56>0,D56=),"" No olvide digitar la variable Migrantes. Digite cero si no tiene."",IF(D56>B56,"" * La variable Migrantes no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_g_cg_required_and_le_parent;A11a;G;CG;"Columna CG";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CG debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CG debe existir AND Columna CG <= Columna B";=IF(AND(B56>0,C56=),1,IF(C56>B56,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_g_ch_required_and_le_parent;A11a;G;CH;"Columna CH";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CH debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CH debe existir AND Columna CH <= Columna B";=IF(AND(B56>0,D56=),1,IF(D56>B56,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_j_ca_required_and_le_parent;A11a;J;CA;"Pueblos Originarios";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Pueblos Originarios debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Pueblos Originarios debe existir AND Pueblos Originarios <= Columna B";"=IF(AND(B91>0,C91=),"" No olvide digitar la variable Pueblos Originarios. Digite cero si no tiene."",IF(C91>B91,"" * La variable Pueblos Originarios no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_j_cb_required_and_le_parent;A11a;J;CB;Migrantes;"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Migrantes debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Migrantes debe existir AND Migrantes <= Columna B";"=IF(AND(B91>0,D91=),"" No olvide digitar la variable Migrantes. Digite cero si no tiene."",IF(D91>B91,"" * La variable Migrantes no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_j_cg_required_and_le_parent;A11a;J;CG;"Columna CG";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CG debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CG debe existir AND Columna CG <= Columna B";=IF(AND(B91>0,C91=),1,IF(C91>B91,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_j_ch_required_and_le_parent;A11a;J;CH;"Columna CH";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CH debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CH debe existir AND Columna CH <= Columna B";=IF(AND(B91>0,D91=),1,IF(D91>B91,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_k_ca_required_and_le_parent;A11a;K;CA;"Pueblos Originarios";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Pueblos Originarios debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Pueblos Originarios debe existir AND Pueblos Originarios <= Columna B";"=IF(AND(B95>0,C95=),"" No olvide digitar la variable Pueblos Originarios. Digite cero si no tiene."",IF(C95>B95,"" * La variable Pueblos Originarios no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_k_cb_required_and_le_parent;A11a;K;CB;Migrantes;"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Migrantes debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Migrantes debe existir AND Migrantes <= Columna B";"=IF(AND(B95>0,D95=),"" No olvide digitar la variable Migrantes. Digite cero si no tiene."",IF(D95>B95,"" * La variable Migrantes no puede ser mayor al Total."",))";—;Advertencia;Activa;"Estructura Excel";;;
a11a_k_cg_required_and_le_parent;A11a;K;CG;"Columna CG";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CG debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CG debe existir AND Columna CG <= Columna B";=IF(AND(B95>0,C95=),1,IF(C95>B95,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_k_ch_required_and_le_parent;A11a;K;CH;"Columna CH";"Requerido y menor o igual al Total";"Valida que si la columna B (Total) tiene valor, entonces Columna CH debe tener un valor y este no puede superar el Total. Si la variable no corresponde, debe registrarse 0.";"Columna B > 0 AND Columna CH debe existir AND Columna CH <= Columna B";=IF(AND(B95>0,D95=),1,IF(D95>B95,1,0));—;Advertencia;Activa;"Estructura Excel";;;
a11a_l_b_sum_equals;A11a;L;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L sea igual al total de la columna B (Fila 100). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L) = Columna B";;"Fila 100";Error;Activa;"Estructura Excel";;;
a11a_m_b_sum_equals;A11a;M;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R sea igual al total de la columna B (Fila 109). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R) = Columna B";;"Fila 109";Error;Activa;"Estructura Excel";;;
a19a_b.1_c_sum_equals;A19a;B.1;C;"TOTAL ACTIVIDADES";"Suma igual al Total";"Valida que la suma de las columnas D + E + F + G + H + I + J + K + L + M sea igual al total de la columna C (Fila 129). Variable: TOTAL ACTIVIDADES. De lo contrario, se marca como observación.";"Suma(D + E + F + G + H + I + J + K + L + M) = Columna C";;"Fila 129";Error;Activa;"Estructura Excel";;;
a19a_b.2_b_sum_equals;A19a;B.2;B;"TOTAL TALLERES";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H sea igual al total de la columna B (Fila 151). Variable: TOTAL TALLERES. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H) = Columna B";;"Fila 151";Error;Activa;"Estructura Excel";;;
a19a_b.3_b_sum_equals;A19a;B.3;B;"TOTAL ACTIVIDADES";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H sea igual al total de la columna B (Fila 158). Variable: TOTAL ACTIVIDADES. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H) = Columna B";;"Fila 158";Error;Activa;"Estructura Excel";;;
a19a_b.4_b_sum_equals;A19a;B.4;B;"TOTAL TALLERES";"Suma igual al Total";"Valida que la suma de las columnas D + E + F + G + H + I + J sea igual al total de la columna B (Fila 167). Variable: TOTAL TALLERES. De lo contrario, se marca como observación.";"Suma(D + E + F + G + H + I + J) = Columna B";;"Fila 167";Error;Activa;"Estructura Excel";;;
a19a_d_b_sum_equals;A19a;D;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 184). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 184";Error;Activa;"Estructura Excel";;;
a19b_a_g_sum_equals;A19b;A;G;"Reclamos Respondidos Fuera de Plazos Legales";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 12–51). Variable: Reclamos Respondidos Fuera de Plazos Legales. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 12–51";Error;Activa;"Estructura Excel";;;
a19b_a_l_sum_equals;A19b;A;L;"No Binarie";"Suma igual al Total";"Valida que la suma de las columnas L sea igual al total de la columna L (Filas 12–51). Variable: No Binarie. De lo contrario, se marca como observación.";"Suma(L) = Columna L";;"Filas 12–51";Error;Activa;"Estructura Excel";;;
a19b_a_m_sum_equals;A19b;A;M;"No revelado";"Suma igual al Total";"Valida que la suma de las columnas M sea igual al total de la columna M (Filas 12–51). Variable: No revelado. De lo contrario, se marca como observación.";"Suma(M) = Columna M";;"Filas 12–51";Error;Activa;"Estructura Excel";;;
a19b_a_n_sum_equals;A19b;A;N;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas N sea igual al total de la columna N (Filas 12–51). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(N) = Columna N";;"Filas 12–51";Error;Activa;"Estructura Excel";;;
